grammatical_error,punctuation_mark,uppercase_letter,passive_sentence,positive_sentiment,negative_sentiment,positive_emotion,negative_emotion,modal_verb,strong_modal,weak_modal,avg_word_length,avg_sentence_length,log_word_count,fog_index,emotiveness
1,1.5,0.066,0.25,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.149,11.75,3.85,4.726,0.368
1,1.6,0.03,0.6,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.63,9.2,3.829,3.767,0.269
10,6.0,0.054,0.167,0.06,0.007,0.0,0.0,0.083,0.083,0.0,5.248,24.833,5.004,9.973,0.439
5,2.625,0.107,0.0,0.115,0.0,0.0,0.0,0.0,0.0,0.0,5.172,10.875,4.466,4.401,0.469
16,7.125,0.094,0.25,0.028,0.009,0.0,0.0,0.0,0.0,0.0,5.78,13.625,4.691,5.494,0.173
38,6.333,0.191,0.333,0.077,0.0,0.0,0.0,0.08,0.0,0.08,6.041,37.0,5.403,14.849,0.213
11,6.75,0.1,0.25,0.067,0.006,0.0,0.0,0.048,0.048,0.048,5.732,22.375,5.187,9.013,0.317
10,2.8,0.117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.833,10.8,3.989,4.357,0.148
31,5.091,0.058,0.091,0.076,0.009,0.0,0.0,0.028,0.0,0.028,6.057,28.818,5.759,11.595,0.414
2,1.8,0.033,0.2,0.111,0.0,0.0,0.0,0.0,0.0,0.0,5.537,10.8,3.989,4.379,0.28
5,5.0,0.024,0.0,0.083,0.0,0.0,0.0,0.111,0.111,0.0,5.229,16.0,4.564,6.458,0.526
3,2.0,0.02,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,6.435,11.5,3.135,4.67,0.25
6,4.364,0.965,0.0,0.092,0.0,0.0,0.0,0.0,0.0,0.0,5.737,13.818,5.024,5.614,0.375
14,7.5,0.968,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,5.597,23.875,5.252,9.609,0.33
17,5.333,0.044,0.067,0.089,0.0,0.0,0.0,0.095,0.143,0.0,5.602,15.733,5.464,6.358,0.375
4,3.5,0.991,0.0,0.095,0.024,0.0,0.0,0.0,0.0,0.0,5.5,10.5,3.738,4.248,0.286
4,7.0,0.037,1.0,0.072,0.0,0.0,0.0,0.0,0.0,0.0,5.812,23.0,4.234,9.264,0.343
3,1.667,0.032,0.333,0.089,0.0,0.0,0.0,0.0,0.0,0.0,5.489,15.0,3.807,6.071,0.316
19,22.75,0.968,0.0,0.044,0.017,0.0,0.0,0.053,0.0,0.053,5.68,45.25,5.198,18.153,0.438
0,2.667,0.015,0.0,0.097,0.0,0.0,0.0,0.0,0.0,0.0,6.516,10.333,3.434,4.211,0.353
11,3.3,0.049,0.1,0.041,0.0,0.0,0.0,0.167,0.167,0.0,5.667,12.3,4.812,4.975,0.5
9,5.8,0.172,0.0,0.085,0.0,0.0,0.0,0.182,0.182,0.0,5.28,23.6,4.771,9.46,0.288
5,6.0,0.063,0.5,0.085,0.0,0.0,0.0,0.0,0.0,0.0,5.845,35.5,4.263,14.268,0.433
2,1.875,0.026,0.125,0.081,0.012,0.0,0.0,0.2,0.1,0.1,4.419,10.75,4.454,4.342,0.367
26,9.5,0.078,0.0,0.099,0.0,0.0,0.0,0.071,0.0,0.071,6.088,30.333,5.204,12.215,0.305
4,3.4,0.057,0.2,0.077,0.026,0.0,0.0,0.0,0.0,0.0,5.346,15.6,4.357,6.281,0.429
4,3.6,0.186,0.2,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.383,12.0,4.094,4.847,0.31
4,1.75,0.045,0.0,0.1,0.0,0.0,0.0,0.25,0.25,0.0,5.567,7.5,4.094,3.06,0.379
9,74.0,0.261,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,5.635,104.0,4.644,41.665,0.313
1,6.0,0.049,1.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,4.765,34.0,3.526,13.635,0.167
2,3.0,0.052,0.0,0.042,0.042,0.0,0.0,0.0,0.0,0.0,5.625,12.0,3.178,4.9,0.556
13,11.25,0.193,0.5,0.019,0.019,0.0,0.0,0.091,0.0,0.091,5.075,26.5,4.663,10.653,0.302
16,8.429,0.169,0.143,0.031,0.008,0.0,0.0,0.071,0.071,0.0,5.609,18.286,4.852,7.364,0.362
2,11,0.08,0.0,0.063,0.0,0.0,0.0,0,0,0,5.469,6.4,3.466,2.635,0.333
8,7.0,0.068,0.0,0.028,0.0,0.0,0.0,0.0,0.0,0.0,4.986,23.667,4.263,9.506,0.061
7,6.333,0.144,0.333,0.06,0.0,0.0,0.0,0.2,0.0,0.2,5.552,22.333,4.205,8.987,0.269
2,1.5,0.208,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,4.818,11.0,3.091,4.418,0.222
8,2.636,0.024,0.182,0.078,0.0,0.0,0.0,0.2,0.067,0.133,5.349,11.727,4.86,4.747,0.242
11,45.0,0.603,0.167,0.086,0.0,0.0,0.0,0.111,0.056,0.111,5.315,27.0,5.088,10.842,0.309
2,3.0,0.019,0.0,0.085,0.0,0.0,0.0,0.333,0.0,0.333,5.288,9.833,4.078,4.008,0.786
1,2,0.167,0.0,0.0,0.0,0.0,0.0,0,0,0,6.0,5.0,1.609,2.32,0.0
1,2.714,0.1,0.0,0.14,0.0,0.0,0.0,0.143,0.286,0.0,5.767,6.143,3.761,2.485,0.174
9,3.182,0.051,0.318,0.066,0.012,0.0,0.0,0.051,0.051,0.051,5.127,11.091,5.497,4.49,0.358
5,3.143,0.027,0.429,0.086,0.016,0.0,0.0,0.0,0.0,0.0,5.43,18.286,4.852,7.389,0.224
0,3.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.429,7.0,1.946,2.857,0.333
4,1.455,0.041,0.091,0.043,0.022,0.0,0.0,0.133,0.067,0.067,5.269,8.455,4.533,3.442,0.156
17,1.684,0.047,0.368,0.08,0.009,0.0,0.0,0.0,0.0,0.0,5.484,11.211,5.361,4.537,0.265
12,4.375,0.075,0.125,0.051,0.0,0.0,0.0,0.0,0.111,0.0,5.466,14.75,4.771,5.951,0.296
6,3.6,0.036,0.0,0.069,0.0,0.0,0.0,0.5,0.5,0.0,5.172,17.4,4.466,7.011,0.6
5,10.5,0.059,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.855,34.5,4.234,13.835,0.229
2,2.5,0.019,0.5,0.121,0.0,0.0,0.0,0.333,0.333,0.0,5.576,16.5,4.19,6.667,0.478
5,4.0,0.932,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.92,25.0,3.219,10.032,0.5
0,1.333,0.025,0.333,0.04,0.02,0.0,0.0,0.0,0.0,0.0,4.8,8.333,3.912,3.365,0.222
2,1.714,0.042,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,5.22,7.143,3.912,2.929,0.25
4,4.091,0.115,0.091,0.096,0.015,0.0,0.0,0.571,0.143,0.571,5.007,12.364,4.913,4.993,0.625
3,3.909,0.042,0.364,0.056,0.014,0.0,0.0,0.087,0.087,0.043,4.916,13.0,4.963,5.256,0.269
16,9.25,0.194,0.5,0.088,0.0,0.0,0.0,0.071,0.071,0.0,6.035,28.25,4.727,11.378,0.313
2,4.2,0.956,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,5.482,11.4,4.736,4.609,0.358
1,3.0,0.026,0.333,0.071,0.0,0.0,0.0,0.0,0.0,0.0,5.464,18.667,4.025,7.51,0.179
2,4.0,0.022,0.333,0.188,0.0,0.0,0.0,0.0,0.167,0.0,5.575,26.667,4.382,10.752,0.394
10,5.636,0.12,0.091,0.037,0.019,0.0,0.0,0.133,0.133,0.0,4.752,14.636,5.081,5.899,0.301
1,16.0,0.027,0.0,0.148,0.0,0.0,0.0,0.0,0.0,0.0,6.815,27.0,3.296,10.889,0.263
2,3.0,0.015,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.667,15.0,4.094,6.073,0.31
13,5.6,0.029,0.6,0.05,0.0,0.0,0.0,0.0,0.1,0.1,5.367,27.8,4.934,11.175,0.333
3,2.857,0.048,0.143,0.112,0.0,0.0,0.0,0.0,0.091,0.0,5.724,14.0,4.585,5.673,0.4
5,3.857,0.078,0.143,0.081,0.0,0.0,0.0,0.0,0.0,0.0,4.778,14.143,4.595,5.714,0.244
1,8.0,0.179,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.333,4.771,48.0,3.871,19.225,0.208
2,13.0,0.071,0.0,0.023,0.023,0.0,0.0,0.0,0.0,0.0,4.86,21.5,3.761,8.647,0.148
10,4.125,0.188,0.125,0.081,0.007,0.0,0.0,0.056,0.056,0.0,5.426,18.5,4.997,7.484,0.493
1,3.5,0.028,0.0,0.029,0.0,0.0,0.0,0.25,0.25,0.0,5.206,17.0,3.526,6.859,0.333
7,2.7,0.223,0.1,0.067,0.0,0.0,0.0,0.0,0.0,0.0,5.5,10.4,4.644,4.202,0.286
13,7.818,0.347,0.091,0.017,0.0,0.0,0.0,0.042,0.0,0.042,5.849,16.273,5.187,6.576,0.29
4,2.167,0.281,0.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,5.481,4.5,3.296,1.874,0.313
1,19.0,0.06,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,5.404,52.0,3.951,20.862,0.45
8,5.25,0.022,0.0,0.095,0.0,0.0,0.0,0.0,0.0,0.0,6.54,15.75,4.143,6.402,0.333
5,15.5,0.958,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,5.875,32.0,4.159,12.85,0.333
7,6.0,0.121,0.333,0.078,0.0,0.0,0.0,0.0,0.0,0.0,6.203,21.333,4.159,8.627,0.31
1,2.5,0.195,0.25,0.047,0.016,0.0,0.0,0.111,0.111,0.0,5.5,16.0,4.159,6.488,0.481
14,5.0,0.393,0.0,0.073,0.0,0.0,0.0,0.0,0.0,0.0,6.488,13.667,4.407,5.545,0.476
2,3.0,0.094,0.333,0.054,0.0,0.0,0.0,0.0,0.0,0.0,5.189,12.333,3.611,4.976,0.25
0,3.5,0.03,0.0,0.093,0.0,0.0,0.0,0.0,0.0,0.0,5.293,18.75,4.317,7.532,0.414
3,11.0,0.947,0.0,0.047,0.016,0.0,0.0,0.0,0.0,0.0,5.266,21.333,4.159,8.564,0.138
1,3.0,0.206,0.0,0.077,0.0,0.0,0.0,0.0,0.0,0.0,5.25,17.333,3.951,6.972,0.269
8,4.6,0.047,0.6,0.073,0.0,0.0,0.0,0.091,0.0,0.091,5.476,16.4,4.407,6.619,0.25
4,4.714,0.708,0.0,0.063,0.014,0.0,0.0,0.048,0.048,0.0,4.713,20.429,4.963,8.205,0.521
0,1.0,0.033,0.333,0.107,0.0,0.0,0.0,0.0,0.0,0.0,4.804,9.333,4.025,3.776,0.455
3,5.333,0.057,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,5.825,19.0,4.043,7.663,0.269
10,7.333,0.156,0.333,0.07,0.0,0.0,0.0,0.0,0.067,0.0,5.55,21.5,4.86,8.668,0.3
15,7.2,0.055,0.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.962,21.2,4.663,8.567,0.25
2,3.5,0.093,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5.125,20.0,3.689,8.03,0.235
1,9.0,0.03,0.0,0.133,0.0,0.0,0.0,0.0,0.0,0.0,6.667,15.0,3.401,6.107,0.174
0,0.0,0.162,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.824,17.0,2.833,6.871,0.063
2,1.0,0.099,1.0,0.118,0.0,0.0,0.0,0.0,0.0,0.0,5.353,17.0,2.833,6.847,0.375
48,13.0,0.131,0.0,0.026,0.026,0.0,0.0,0.0,0.0,0.0,7.361,77.5,5.043,31.059,0.293
8,4.5,0.122,0.167,0.072,0.0,0.0,0.0,0.143,0.143,0.0,5.09,18.5,4.71,7.461,0.319
1,3.0,0.018,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,5.894,15.667,3.85,6.352,0.208
0,3.0,0.006,0.333,0.061,0.0,0.0,0.0,0.0,0.0,0.0,5.152,11.0,3.497,4.485,0.5
5,1.667,0.055,0.0,0.07,0.0,0.0,0.0,0.125,0.0,0.125,5.789,6.333,4.043,2.582,0.393
7,3.429,0.04,0.286,0.045,0.006,0.0,0.0,0.0,0.0,0.0,5.658,22.143,5.043,8.942,0.328
2,3.0,0.034,0.333,0.073,0.0,0.0,0.0,0.0,0.0,0.0,6.4,18.333,4.007,7.428,0.167
5,2.111,0.076,0.0,0.025,0.013,0.0,0.0,0.0,0.0,0.0,4.4,8.889,4.382,3.576,0.306
5,4.6,0.068,0.4,0.069,0.0,0.0,0.0,0.111,0.111,0.0,5.306,14.4,4.277,5.793,0.37
6,3.211,0.02,0.158,0.094,0.0,0.0,0.0,0.049,0.0,0.073,5.448,11.158,5.357,4.529,0.422
25,73.5,0.292,0.0,0.038,0.0,0.0,0.0,0.158,0.053,0.105,5.646,104.5,5.342,41.857,0.291
9,9.0,0.099,0.0,0.011,0.023,0.0,0.0,0.2,0.0,0.2,5.17,29.333,4.477,11.751,0.282
6,11.0,0.169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,26.0,3.258,10.462,0.176
1,1.5,0.337,0.5,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.412,8.5,2.833,3.447,0.333
3,3.143,0.085,0.143,0.052,0.0,0.0,0.0,0.0,0.0,0.0,5.454,13.857,4.575,5.613,0.267
6,3.286,0.132,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,5.045,9.429,4.19,3.826,0.152
3,2.0,0.143,0.167,0.109,0.0,0.0,0.0,0.0,0.0,0.0,5.141,10.667,4.159,4.317,0.458
14,8.333,0.109,0.333,0.0,0.013,0.0,0.0,0.0,0.0,0.0,7.039,25.667,4.344,10.34,0.324
3,2.75,0.036,0.5,0.088,0.018,0.0,0.0,0.0,0.0,0.0,5.404,14.25,4.043,5.763,0.526
5,2.875,0.018,0.0,0.128,0.0,0.0,0.0,0.0,0.333,0.0,6.037,13.625,4.691,5.553,0.44
6,2.625,0.043,0.25,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.042,14.75,4.771,5.961,0.286
5,3.111,0.408,0.111,0.065,0.0,0.0,0.0,0.1,0.1,0.0,4.758,13.778,4.82,5.563,0.265
5,2.6,0.06,0.0,0.056,0.0,0.0,0.0,0.222,0.0,0.222,5.056,8.9,4.489,3.632,0.2
3,2.667,0.364,0.111,0.076,0.01,0.0,0.0,0.25,0.125,0.125,4.676,11.667,4.654,4.705,0.256
21,2.0,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.926,27.0,3.296,10.815,0.222
3,5.5,0.035,0.0,0.053,0.0,0.0,0.0,0.0,0.0,0.167,5.28,18.75,4.317,7.575,0.286
0,3.333,0.106,0.333,0.054,0.0,0.0,0.0,0.0,0.0,0.0,5.351,12.333,3.611,4.998,0.438
20,3.118,0.059,0.059,0.059,0.0,0.0,0.0,0.0,0.0,0.0,5.794,10.0,5.136,4.075,0.2
4,2.333,0.063,0.0,0.074,0.0,0.0,0.0,0.0,0.0,0.0,5.296,9.0,3.296,3.659,0.167
8,59.0,0.29,0.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,5.671,82.0,4.407,32.844,0.353
4,1.875,0.053,0.375,0.151,0.0,0.0,0.0,0.091,0.182,0.0,4.762,15.75,4.836,6.348,0.383
5,20.0,0.041,1.0,0.129,0.0,0.0,0.0,0.0,0.0,0.0,5.941,101.0,4.615,40.455,0.548
0,4,0.077,0.0,0.0,0.0,0.0,0.0,0,0,0,6.5,8.0,2.079,3.3,0.2
13,42.0,0.226,1.0,0.036,0.012,0.0,0.0,0.0,0.0,0.0,6.333,84.0,4.431,33.676,0.217
2,3.143,0.095,0.143,0.026,0.0,0.0,0.0,0.0,0.0,0.0,4.846,5.571,3.664,2.28,0.571
0,3.143,0.241,0.0,0.127,0.0,0.0,0.0,0.0,0.0,0.0,5.145,7.857,4.007,3.194,0.476
3,4.0,0.031,0.0,0.011,0.0,0.0,0.0,0.0,0.0,0.0,5.522,18.4,4.522,7.43,0.216
7,7.0,0.537,0.0,0.103,0.0,0.0,0.0,0.0,0.5,0.0,5.872,26.0,4.357,10.472,0.419
10,5.5,0.157,0.167,0.063,0.0,0.0,0.0,0.071,0.0,0.071,5.676,18.5,4.71,7.476,0.308
2,7.0,0.079,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,6.939,16.5,3.497,6.697,0.385
7,4.6,0.117,0.0,0.069,0.0,0.0,0.0,0.143,0.0,0.143,5.426,20.2,4.615,8.143,0.436
7,4.4,0.527,0.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,4.5,8.0,4.382,3.24,0.52
8,4.0,0.022,0.4,0.071,0.0,0.0,0.0,0.091,0.0,0.091,5.643,19.6,4.585,7.905,0.217
3,4.75,0.084,0.0,0.078,0.0,0.0,0.0,0.0,0.0,0.0,5.822,22.5,4.5,9.071,0.244
16,9.0,0.082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.216,37.0,3.611,14.843,0.364
4,15.0,0.022,1.0,0.024,0.0,0.0,0.0,0.0,0.0,0.0,6.476,42.0,3.738,16.876,0.5
4,3.667,0.014,0.0,0.103,0.0,0.0,0.0,0.0,0.0,0.0,5.487,13.0,3.664,5.262,0.412
4,4.667,0.035,0.0,0.1,0.0,0.0,0.0,0.0,0.25,0.0,5.611,15.0,4.5,6.071,0.405
1,1.0,0.034,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,5.577,6.5,3.258,2.631,0.083
13,54.0,0.111,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.452,146.0,4.984,58.449,0.278
4,11.333,0.252,0.333,0.1,0.0,0.0,0.0,0.0,0.0,0.0,5.563,26.667,4.382,10.752,0.35
1,1.0,0.071,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,6.071,14.0,2.639,5.686,0.25
6,11.0,0.881,0.0,0.065,0.022,0.0,0.0,0.6,0.4,0.2,5.304,46.0,3.829,18.417,0.389
5,4.182,0.142,0.091,0.083,0.008,0.0,0.0,0.5,0.167,0.333,5.023,12.0,4.883,4.845,0.444
8,4.3,0.05,0.3,0.062,0.023,0.0,0.0,0.0,0.0,0.0,5.768,17.7,5.176,7.159,0.395
7,6.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.308,13.0,2.565,5.231,0.571
3,8.75,0.947,0.0,0.087,0.0,0.0,0.0,0.0,0.0,0.0,5.696,23.0,4.522,9.274,0.196
4,4,0.039,0.0,0.182,0.0,0.0,0.0,0,0,0,6.242,16.5,3.497,6.697,0.313
2,3.0,0.04,0.167,0.088,0.0,0.0,0.0,0.0,0.0,0.0,5.926,11.333,4.22,4.633,0.267
12,8.0,0.043,0.143,0.052,0.01,0.0,0.0,0.0,0.0,0.0,6.041,13.857,4.575,5.613,0.224
8,11.0,0.962,0.0,0.094,0.024,0.0,0.0,0.0,0.0,0.0,5.2,42.5,4.443,17.056,0.325
1,1.0,0.047,1.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,6.071,14.0,2.639,5.686,0.25
17,5.0,0.108,0.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,6.119,25.25,4.615,10.14,0.367
3,5.0,0.119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.355,31.0,3.434,12.413,0.083
4,5.667,0.028,0.333,0.053,0.0,0.0,0.0,0.0,0.0,0.0,6.5,12.667,3.638,5.13,0.091
1,3.0,0.03,1.0,0.179,0.0,0.0,0.0,0.25,0.25,0.25,4.786,28.0,3.332,11.229,0.25
6,29.0,0.969,0.0,0.082,0.0,0.0,0.0,0.0,0.167,0.0,5.153,98.0,4.585,39.261,0.304
11,7.0,0.119,0.25,0.085,0.011,0.0,0.0,0.111,0.0,0.111,5.106,23.5,4.543,9.443,0.484
6,3.143,0.022,0.286,0.119,0.0,0.0,0.0,0.111,0.111,0.0,5.869,12.0,4.431,4.89,0.244
7,5.667,0.365,0.0,0.061,0.015,0.0,0.0,0.286,0.143,0.143,5.545,22.0,4.19,8.848,0.56
0,1.6,0.026,0.4,0.075,0.0,0.0,0.0,0.333,0.333,0.0,5.113,10.6,3.97,4.3,0.273
7,7.667,0.075,0.333,0.113,0.0,0.0,0.0,0.0,0.0,0.0,5.987,26.667,4.382,10.747,0.242
4,21.0,0.027,1.0,0.026,0.0,0.0,0.0,0.0,0.0,0.0,6.947,38.0,3.638,15.295,0.412
4,7.429,0.447,0.0,0.061,0.0,0.0,0.0,0.25,0.0,0.25,5.061,16.286,4.736,6.567,0.372
12,10.0,0.14,0.2,0.071,0.008,0.0,0.0,0.0,0.0,0.0,6.071,25.4,4.844,10.239,0.294
9,12.5,0.157,0.0,0.06,0.015,0.0,0.0,0.0,0.0,0.0,6.851,33.5,4.205,13.478,0.324
11,3.778,0.054,0.111,0.025,0.013,0.0,0.0,0.0,0.0,0.0,4.665,17.556,5.063,7.065,0.319
2,3.6,0.055,0.4,0.073,0.0,0.0,0.0,0.0,0.2,0.0,5.524,16.4,4.407,6.628,0.367
6,3.3,0.045,0.2,0.101,0.005,0.0,0.0,0.0,0.0,0.0,5.581,19.8,5.288,8.009,0.329
4,2.833,0.024,0.333,0.101,0.0,0.0,0.0,0.0,0.0,0.0,5.913,11.5,4.234,4.693,0.306
1,3.333,0.024,0.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,5.898,16.333,3.892,6.623,0.308
6,8.667,0.056,0.667,0.065,0.0,0.0,0.0,0.0,0.0,0.0,5.831,25.667,4.344,10.35,0.225
3,3.429,0.319,0.429,0.056,0.0,0.0,0.0,0.0,0.0,0.0,5.074,15.429,4.682,6.22,0.39
16,24.667,0.952,0.0,0.039,0.007,0.0,0.0,0.0,0.083,0.0,5.954,50.667,5.024,20.322,0.299
9,3.5,0.045,0.25,0.021,0.0,0.0,0.0,0.0,0.0,0.0,5.368,23.75,4.554,9.567,0.25
3,1.75,0.059,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,4.636,5.5,3.091,2.273,0.083
2,4.0,0.003,0.5,0.066,0.0,0.0,0.0,0.0,0.0,0.0,5.77,30.5,4.111,12.285,0.269
9,5.833,0.031,0.5,0.07,0.0,0.0,0.0,0.0,0.0,0.0,6.22,16.667,4.605,6.743,0.259
0,13.0,0.752,1.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,4.615,52.0,3.951,20.854,0.294
7,3.8,0.092,0.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,5.413,9.2,4.522,3.732,0.188
17,10.0,0.056,0.333,0.08,0.0,0.0,0.0,0.1,0.2,0.0,7.01,33.333,4.605,13.401,0.537
0,1.75,0.064,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.5,3.526,3.447,0.462
3,3.25,0.019,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.25,4.111,6.146,0.37
6,64.0,0.286,0.0,0.036,0.0,0.0,0.0,0.0,0.0,0.0,5.488,84.0,4.431,33.648,0.483
3,5.667,0.045,0.5,0.021,0.011,0.0,0.0,0.0,0.0,0.0,5.126,15.833,4.554,6.38,0.293
4,2.5,0.048,0.5,0.075,0.0,0.0,0.0,0.067,0.0,0.067,4.821,17.667,4.663,7.108,0.234
5,5.0,0.076,0.2,0.022,0.0,0.0,0.0,0.167,0.0,0.167,5.467,18.4,4.522,7.421,0.41
6,2.4,0.704,0.0,0.068,0.0,0.0,0.0,1.0,1.0,0.0,6.054,4.933,4.304,2.006,0.357
9,3.3,0.058,0.2,0.071,0.0,0.0,0.0,0.136,0.0,0.136,5.059,16.9,5.13,6.836,0.462
3,20.0,0.037,0.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,5.75,52.0,3.951,20.869,0.304
6,60.0,0.281,0.0,0.012,0.0,0.0,0.0,0.0,0.0,0.0,5.741,81.0,4.394,32.449,0.424
11,5.8,0.029,0.2,0.078,0.01,0.0,0.0,0.0,0.083,0.0,5.765,20.4,4.625,8.219,0.302
0,1.0,0.048,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.2,10.0,2.303,4.04,0.25
2,2.5,0.231,0.0,0.063,0.021,0.0,0.0,0.0,0.0,0.0,5.146,12.0,3.871,4.842,0.647
2,3.182,0.024,0.091,0.082,0.0,0.0,0.0,0.0,0.0,0.0,5.347,13.364,4.99,5.416,0.352
9,18.333,0.93,0.0,0.038,0.0,0.0,0.0,0.091,0.091,0.0,5.846,26.0,4.357,10.441,0.433
18,9.625,0.062,0.125,0.075,0.0,0.0,0.0,0.143,0.095,0.095,5.79,23.25,5.226,9.373,0.438
7,20.0,0.065,1.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,6.726,62.0,4.127,24.877,0.385
6,13.0,0.153,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,5.774,53.0,3.97,21.245,0.478
2,3.167,0.046,0.167,0.057,0.014,0.0,0.0,0.0,0.0,0.0,5.3,11.667,4.248,4.747,0.212
8,6.75,0.147,0.0,0.057,0.0,0.0,0.0,0.143,0.143,0.0,5.743,17.5,4.248,7.051,0.258
3,2.167,0.075,0.0,0.034,0.0,0.0,0.0,0.0,0.0,0.0,5.034,9.667,4.06,3.915,0.222
8,4.3,0.463,0.2,0.09,0.011,0.0,0.0,0.143,0.086,0.057,5.144,18.8,5.236,7.58,0.275
4,8.667,0.1,0.333,0.081,0.0,0.0,0.0,0.0,0.0,0.0,5.651,28.667,4.454,11.546,0.324
1,10.0,0.149,1.0,0.111,0.0,0.0,0.0,0.0,0.0,0.0,5.704,27.0,3.296,10.859,0.286
4,4.625,0.373,0.0,0.056,0.008,0.0,0.0,0.182,0.091,0.091,5.226,15.5,4.82,6.265,0.302
3,2.25,0.041,0.375,0.093,0.0,0.0,0.0,0.067,0.067,0.0,5.144,12.125,4.575,4.883,0.415
1,2.4,0.071,0.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,5.277,9.4,3.85,3.82,0.368
8,7.0,0.073,0.0,0.014,0.0,0.0,0.0,0.25,0.25,0.0,4.75,36.0,4.277,14.444,0.29
5,2.333,0.039,0.222,0.068,0.0,0.0,0.0,0.0,0.0,0.0,5.872,14.778,4.89,6.013,0.293
4,5.25,0.035,0.25,0.079,0.0,0.0,0.0,0.0,0.0,0.0,5.46,15.75,4.143,6.351,0.385
4,3.6,0.067,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,5.933,12.0,4.094,4.867,0.265
5,4.0,0.15,0.4,0.086,0.0,0.0,0.0,0.118,0.118,0.059,4.797,25.6,4.852,10.293,0.373
3,22.0,0.441,0.25,0.082,0.012,0.0,0.0,0.2,0.1,0.1,5.082,21.25,4.443,8.538,0.324
2,3,0.07,0.0,0.083,0.0,0.0,0.0,0,0,0,7.167,12.0,2.485,4.933,0.333
5,7.5,0.089,0.25,0.073,0.0,0.0,0.0,0.0,0.0,0.0,5.422,27.25,4.691,10.951,0.304
1,2.5,0.766,0.25,0.07,0.0,0.0,0.0,0.0,0.0,0.0,5.953,10.75,3.761,4.384,0.273
3,6.0,0.032,0.0,0.105,0.0,0.0,0.0,0.0,0.0,0.0,6.632,19.0,2.944,7.663,0.25
0,3.0,0.074,0.143,0.122,0.0,0.0,0.0,0.2,0.2,0.0,4.918,7.0,3.892,2.865,0.174
3,5.4,0.174,0.8,0.117,0.0,0.0,0.0,0.143,0.143,0.0,5.31,29.0,4.977,11.669,0.379
7,6.2,0.956,0.0,0.054,0.0,0.0,0.0,0.167,0.0,0.167,5.73,14.8,4.304,5.952,0.25
